tweet_id,tweet_date,tweet_year,tweet_month,tweet_text,dog_name,dog_stage,dog_score,total_score,number_of_times_retweeted,number_of_times_loved,number_of_dog_images,dog_breed,confidence_of_true_recognition,tweet_expanded_urls
745422732645535745,2016-06-22 01:06:43.000000,2016,6,We only rate dogs. Pls stop sending in non-canines like this Jamaican Flop Seal. This is very very frustrating. 9/10 https://t.co/nc53zEN0hZ,None,None,9,10,2577,8956,1,Labrador_retriever,0.6638,https://twitter.com/dog_rates/status/745422732645535745/photo/1
745314880350101504,2016-06-21 17:58:09.000000,2016,6,This is Sugar. She excels underwater. 12/10 photogenic af https://t.co/AWMeXJJz64,Sugar,None,12,10,2949,7493,4,unknown,0.0,"https://twitter.com/dog_rates/status/745314880350101504/photo/1,https://twitter.com/dog_rates/status/745314880350101504/photo/1,https://twitter.com/dog_rates/status/745314880350101504/photo/1,https://twitter.com/dog_rates/status/745314880350101504/photo/1"
745057283344719872,2016-06-21 00:54:33.000000,2016,6,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom https://t.co/BkgU3rrsXA,Oliver,None,12,10,2414,7543,2,Shetland_sheepdog,0.963985,"https://twitter.com/dog_rates/status/745057283344719872/photo/1,https://twitter.com/dog_rates/status/745057283344719872/photo/1"
744971049620602880,2016-06-20 19:11:53.000000,2016,6,Say hello to Indie and Jupiter. They're having a stellar day out on the boat. Both 12/10 adorbz af https://t.co/KgSEkrPA3r,Indie,None,12,10,2861,8224,3,toy_poodle,0.497755,"https://twitter.com/dog_rates/status/744971049620602880/photo/1,https://twitter.com/dog_rates/status/744971049620602880/photo/1,https://twitter.com/dog_rates/status/744971049620602880/photo/1"
744709971296780288,2016-06-20 01:54:27.000000,2016,6,This is Harvey. He's stealthy af. 10/10 would do my best to pet https://t.co/zAzaRT6NnT,Harvey,None,10,10,1654,5837,1,Shetland_sheepdog,0.234431,https://twitter.com/dog_rates/status/744709971296780288/photo/1
744334592493166593,2016-06-19 01:02:50.000000,2016,6,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy https://t.co/hrJugNHs2Z,Blanket,None,11,10,2262,7055,1,Samoyed,0.960543,https://twitter.com/dog_rates/status/744334592493166593/photo/1
743980027717509120,2016-06-18 01:33:55.000000,2016,6,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face https://t.co/Kxda28JmQ2,Geno,None,11,10,1154,4339,1,bull_mastiff,0.97573,https://twitter.com/dog_rates/status/743980027717509120/photo/1
743895849529389061,2016-06-17 19:59:26.000000,2016,6,When you're given AUX cord privileges from the back seat and accidentally start blasting an audiobook... both 10/10 https://t.co/gCCrY8P0K9,None,None,10,10,1016,3798,1,dalmatian,0.562315,https://twitter.com/dog_rates/status/743895849529389061/photo/1
743609206067040256,2016-06-17 01:00:24.000000,2016,6,Meet Stark. He just had his first ice cream cone. Got some on his nose. Requests your assistance. 10/10 would assist https://t.co/YwfN1lbpKA,Stark,None,10,10,1461,4668,3,Weimaraner,0.982794,"https://twitter.com/dog_rates/status/743609206067040256/photo/1,https://twitter.com/dog_rates/status/743609206067040256/photo/1,https://twitter.com/dog_rates/status/743609206067040256/photo/1"
743595368194129920,2016-06-17 00:05:25.000000,2016,6,This is Harold. He looks slippery af. Probably difficult to hug. Would still try tho. 7/10 great with kids I bet https://t.co/EVuqdEO66N,Harold,None,7,10,6975,19206,1,unknown,0.0,https://twitter.com/dog_rates/status/743595368194129920/photo/1
743545585370791937,2016-06-16 20:47:36.000000,2016,6,Say hello to Bentley and Millie. They do everything together. Besties forever. Both 11/10 https://t.co/vU3tKr4vTn,Bentley,None,11,10,990,3668,3,standard_poodle,0.06058350000000001,"https://twitter.com/dog_rates/status/743545585370791937/photo/1,https://twitter.com/dog_rates/status/743545585370791937/photo/1,https://twitter.com/dog_rates/status/743545585370791937/photo/1"
743210557239623680,2016-06-15 22:36:19.000000,2016,6,"Meet Kayla, an underground poker legend. Players lose on purpose hoping she'll let them pet her. 10/10 strategic af https://t.co/EkLku795aO",Kayla,None,10,10,1448,4007,1,golden_retriever,0.930705,https://twitter.com/dog_rates/status/743210557239623680/photo/1
742528092657332225,2016-06-14 01:24:27.000000,2016,6,This is Maxaroni. He's pumped as hell for the summer. Been working on his beach bod for so long. 10/10 https://t.co/UHvjxm9B0O,Maxaroni,None,10,10,2118,4611,2,unknown,0.0,"https://twitter.com/dog_rates/status/742528092657332225/photo/1,https://twitter.com/dog_rates/status/742528092657332225/photo/1"
742423170473463808,2016-06-13 18:27:32.000000,2016,6,This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b,Bell,None,12,10,4021,10243,1,pug,0.99731,https://twitter.com/dog_rates/status/742423170473463808/photo/1
742385895052087300,2016-06-13 15:59:24.000000,2016,6,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil https://t.co/ULdPY6CLpq,Phil,None,11,10,2107,7089,1,Cardigan,0.5669109999999999,https://twitter.com/dog_rates/status/742385895052087300/photo/1
742161199639494656,2016-06-13 01:06:33.000000,2016,6,This is Doug. He's trying to float away. 12/10 you got this Doug https://t.co/bZaHC3lvTL,Doug,None,12,10,1461,4529,1,unknown,0.0,https://twitter.com/dog_rates/status/742161199639494656/photo/1
741793263812808706,2016-06-12 00:44:30.000000,2016,6,When your crush won't pay attention to you. Both 10/10 tragic af https://t.co/d3LELGVlqu,None,None,10,10,1600,4752,2,kuvasz,0.311325,"https://twitter.com/dog_rates/status/741793263812808706/photo/1,https://twitter.com/dog_rates/status/741793263812808706/photo/1"
741438259667034112,2016-06-11 01:13:51.000000,2016,6,This is Tucker. He's still figuring out couches. 9/10 keep your head up pup https://t.co/pXU77HPbJ5,Tucker,None,9,10,881,3825,1,Chesapeake_Bay_retriever,0.292675,https://twitter.com/dog_rates/status/741438259667034112/photo/1
741303864243200000,2016-06-10 16:19:48.000000,2016,6,This is Theodore. He just saw an adult wearing crocs. Did him a frighten. Lost other ear back in nam. 12/10 hero af https://t.co/O4iw9NlLaQ,Theodore,None,12,10,3419,9131,1,Chihuahua,0.7681560000000001,https://twitter.com/dog_rates/status/741303864243200000/photo/1
740995100998766593,2016-06-09 19:52:53.000000,2016,6,This is Leo. He's a vape god. Blows o's for days. Probably drives a Subaru. Definitely owns multiple fedoras. 10/10 https://t.co/nt2x3fHaRJ,Leo,None,10,10,2937,6660,1,malamute,0.454363,https://twitter.com/dog_rates/status/740995100998766593/photo/1
740711788199743490,2016-06-09 01:07:06.000000,2016,6,Here we are witnessing the touchdown of a pupnado. It's not funny it's actually very deadly. 9/10 might still pet https://t.co/CmLoKMbOHv,None,None,9,10,990,3546,1,toy_poodle,0.388277,https://twitter.com/dog_rates/status/740711788199743490/photo/1
740699697422163968,2016-06-09 00:19:04.000000,2016,6,This is Chip. He only mowed half the yard. 8/10 quit the shit Chip we have other things to do https://t.co/LjzZKQ7vmK,Chip,None,8,10,827,2952,1,unknown,0.0,https://twitter.com/dog_rates/status/740699697422163968/photo/1
740373189193256964,2016-06-08 02:41:38.000000,2016,6,"After so many requests, this is Bretagne. She was the last surviving 9/11 search dog, and our second ever 14/10. RIP https://t.co/XAVDNDaVgQ",None,None,14,11,14088,36235,4,golden_retriever,0.8076439999999999,"https://twitter.com/dog_rates/status/740373189193256964/photo/1,https://twitter.com/dog_rates/status/740373189193256964/photo/1,https://twitter.com/dog_rates/status/740373189193256964/photo/1,https://twitter.com/dog_rates/status/740373189193256964/photo/1"
740365076218183684,2016-06-08 02:09:24.000000,2016,6,When the photographer forgets to tell you where to look... 10/10 https://t.co/u1GHWxhC85,None,None,10,10,460,2576,1,unknown,0.0,https://twitter.com/dog_rates/status/740365076218183684/photo/1
740359016048689152,2016-06-08 01:45:19.000000,2016,6,This is Chase. He's in a predicament. 9/10 help is on the way buddy https://t.co/0HmBk5sSbW,Chase,None,9,10,908,3436,1,golden_retriever,0.8636870000000001,https://twitter.com/dog_rates/status/740359016048689152/photo/1
740214038584557568,2016-06-07 16:09:13.000000,2016,6,This is getting incredibly frustrating. This is a Mexican Golden Beaver. We only rate dogs. Only send dogs ...10/10 https://t.co/0yolOOyD3X,None,None,10,10,2082,6963,1,Chesapeake_Bay_retriever,0.586414,https://twitter.com/dog_rates/status/740214038584557568/photo/1
739979191639244800,2016-06-07 00:36:02.000000,2016,6,This is Nollie. She's waving at you. If you don't wave back you're a monster. She's also portable as hell. 12/10 https://t.co/7AKdkCOlMf,Nollie,None,12,10,6276,20796,1,Irish_water_spaniel,0.2858,https://twitter.com/dog_rates/status/739979191639244800/photo/1
739932936087216128,2016-06-06 21:32:13.000000,2016,6,Say hello to Rorie. She's zen af. Just enjoying a treat in the sunlight. 10/10 would immediately trade lives with https://t.co/yctnFptdQ1,Rorie,None,10,10,1143,4216,1,redbone,0.243904,https://twitter.com/dog_rates/status/739932936087216128/photo/1
739844404073074688,2016-06-06 15:40:26.000000,2016,6,This is Simba. He's the grand prize. The trophy is just for participation. 12/10 would pet so damn well https://t.co/4qiuC0lXq5,Simba,None,12,10,904,3951,1,toy_poodle,0.342397,https://twitter.com/dog_rates/status/739844404073074688/photo/1
739544079319588864,2016-06-05 19:47:03.000000,2016,6,This... is a Tyrannosaurus rex. We only rate dogs. Please only send in dogs. Thank you ...10/10 https://t.co/zxw8d5g94P,None,None,10,10,22657,41286,1,Labrador_retriever,0.967397,https://twitter.com/dog_rates/status/739544079319588864/photo/1
739485634323156992,2016-06-05 15:54:48.000000,2016,6,This is Kyle. He's a heavy drinker and an avid pot user. Just wants to be pupular. 6/10 I can't support this Kyle https://t.co/rRULp7XFnO,Kyle,None,6,10,3115,7480,2,Walker_hound,0.640256,"https://twitter.com/dog_rates/status/739485634323156992/photo/1,https://twitter.com/dog_rates/status/739485634323156992/photo/1"
738885046782832640,2016-06-04 00:08:17.000000,2016,6,This is Charles. He's a Nova Scotian Towel Pouncer. Deadly af. Nifty tongue slip. 11/10 would pet with caution https://t.co/EfejX3iRGr,Charles,None,11,10,1204,3922,1,American_Staffordshire_terrier,0.0155351,https://twitter.com/dog_rates/status/738885046782832640/photo/1
738883359779196928,2016-06-04 00:01:35.000000,2016,6,When a single soap orb changes your entire perception of the universe... 10/10 https://t.co/9eCXpVExJc,None,None,10,10,856,3466,2,Labrador_retriever,0.691137,"https://twitter.com/dog_rates/status/738883359779196928/photo/1,https://twitter.com/dog_rates/status/738883359779196928/photo/1"
738402415918125056,2016-06-02 16:10:29.000000,2016,6,"""Don't talk to me or my son ever again"" ...10/10 for both https://t.co/s96OYXZIfK",None,None,10,10,889,3384,1,cocker_spaniel,0.346695,https://twitter.com/dog_rates/status/738402415918125056/photo/1
738184450748633089,2016-06-02 01:44:22.000000,2016,6,"For the last time, we only rate dogs. Pls stop sending other animals like this Duck-Billed Platypus. Thank you. 9/10 https://t.co/twxYcPOafl",None,None,9,10,1277,4483,1,Bedlington_terrier,0.289471,https://twitter.com/dog_rates/status/738184450748633089/photo/1
738166403467907072,2016-06-02 00:32:39.000000,2016,6,This is Axel. He's a professional leaf catcher. 12/10 gifted af https://t.co/P8bgOMMTRs,Axel,None,12,10,3601,9154,4,keeshond,0.8788860000000001,"https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1"
738156290900254721,2016-06-01 23:52:28.000000,2016,6,This is Storkson. He's wet and sad. 10/10 cheer up pup https://t.co/nrzvzPuTvC,Storkson,None,10,10,692,2633,1,pug,0.751758,https://twitter.com/dog_rates/status/738156290900254721/photo/1
737826014890496000,2016-06-01 02:00:04.000000,2016,6,This is Remy. He has some long ass ears (probably magical). Also very proud of broken stick. 10/10 such a good boy https://t.co/EZx0YjPjPK,Remy,None,10,10,1859,5491,2,vizsla,0.990391,"https://twitter.com/dog_rates/status/737826014890496000/photo/1,https://twitter.com/dog_rates/status/737826014890496000/photo/1"
737800304142471168,2016-06-01 00:17:54.000000,2016,6,This is Bella. She's ubering home after a few too many drinks. 10/10 socially conscious af https://t.co/KxkOgq80Xj,Bella,None,10,10,3660,10404,1,malamute,0.374682,https://twitter.com/dog_rates/status/737800304142471168/photo/1
737678689543020544,2016-05-31 16:14:39.000000,2016,5,We only rate dogs. Pls stop sending in non-canines like this Slovak Car Bunny. It makes my job very difficult. 11/10 https://t.co/VflvQLH2y5,None,None,11,10,1408,5238,1,Pembroke,0.935307,https://twitter.com/dog_rates/status/737678689543020544/photo/1
737322739594330112,2016-05-30 16:40:14.000000,2016,5,Say hello to Lily. She's not injured or anything. Just wants everyone to hear her. 9/10 clever af https://t.co/3xqGVH0Dhw,Lily,None,9,10,857,3754,1,unknown,0.0,https://twitter.com/dog_rates/status/737322739594330112/photo/1
736736130620620800,2016-05-29 01:49:16.000000,2016,5,This is Chadrick. He's gnarly af 13/10 https://t.co/447tyBN0mW,Chadrick,None,13,10,1835,4472,1,schipperke,0.545502,https://twitter.com/dog_rates/status/736736130620620800/photo/1
736225175608430592,2016-05-27 15:58:54.000000,2016,5,We only rate dogs. Please stop sending in non-canines like this Alaskan Flop Turtle. This is very frustrating. 10/10 https://t.co/qXteK6Atxc,None,None,10,10,2928,8460,1,Labrador_retriever,0.399217,https://twitter.com/dog_rates/status/736225175608430592/photo/1
736010884653420544,2016-05-27 01:47:23.000000,2016,5,Right after you graduate vs when you remember you're on your own now and can barely work a washing machine ...10/10 https://t.co/O1TLuYjsNS,None,None,10,10,3148,8203,2,golden_retriever,0.553901,"https://twitter.com/dog_rates/status/736010884653420544/photo/1,https://twitter.com/dog_rates/status/736010884653420544/photo/1"
735991953473572864,2016-05-27 00:32:10.000000,2016,5,This is Maxaroni. He's curly af. Also rather fabulous. 11/10 would hug well https://t.co/A216OjIdca,Maxaroni,None,11,10,1219,3738,3,cocker_spaniel,0.961643,"https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1"
735635087207878657,2016-05-26 00:54:06.000000,2016,5,This is Dakota. He hasn't grow into his skin yet. 11/10 would squeeze softly https://t.co/IvFSlNXpgj,Dakota,None,11,10,2477,6420,2,pug,0.8918709999999999,"https://twitter.com/dog_rates/status/735635087207878657/photo/1,https://twitter.com/dog_rates/status/735635087207878657/photo/1"
735274964362878976,2016-05-25 01:03:06.000000,2016,5,We only rate dogs. Please stop sending in your 31 year old sons that won't get out of your house. Thank you... 11/10 https://t.co/aTU53NNUkt,None,None,11,10,5369,13532,2,unknown,0.0,"https://twitter.com/dog_rates/status/735274964362878976/photo/1,https://twitter.com/dog_rates/status/735274964362878976/photo/1"
734912297295085568,2016-05-24 01:02:00.000000,2016,5,This is Jax. He's a literal fluffball. Sneaky tongue slip. 10/10 would pet nonstop https://t.co/9MGouPwQmK,Jax,None,10,10,545,2847,1,Maltese_dog,0.847292,https://twitter.com/dog_rates/status/734912297295085568/photo/1
734787690684657664,2016-05-23 16:46:51.000000,2016,5,This dog is more successful than I will ever be. 13/10 absolute legend https://t.co/BPoaHySYwA,None,None,13,10,6661,13055,4,golden_retriever,0.883991,"https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1"
734776360183431168,2016-05-23 16:01:50.000000,2016,5,This is Livvie. Someone should tell her it's been 47 years since Woodstock. Magical eyes tho 11/10 would stare into https://t.co/qw07vhVHuO,Livvie,None,11,10,575,2614,1,Siberian_husky,0.304902,https://twitter.com/dog_rates/status/734776360183431168/photo/1
733828123016450049,2016-05-21 01:13:53.000000,2016,5,This is Terry. The harder you hug him the farther his tongue sticks out. 10/10 magical af https://t.co/RFToQQI8fJ,Terry,None,10,10,821,3724,2,beagle,0.472324,"https://twitter.com/dog_rates/status/733828123016450049/photo/1,https://twitter.com/dog_rates/status/733828123016450049/photo/1"
733482008106668032,2016-05-20 02:18:32.000000,2016,5,"""Ello this is dog how may I assist"" ...10/10 https://t.co/jeAENpjH7L",None,None,10,10,998,3271,1,French_bulldog,0.619382,https://twitter.com/dog_rates/status/733482008106668032/photo/1
733460102733135873,2016-05-20 00:51:30.000000,2016,5,This is Hermione. Her face is as old as time. Appears fluffy af tho. 11/10 pretty damn majestic https://t.co/0b41Q4DKCA,Hermione,None,11,10,1347,4363,1,chow,0.931275,https://twitter.com/dog_rates/status/733460102733135873/photo/1
732732193018155009,2016-05-18 00:39:02.000000,2016,5,This is Ralpher. He's an East Guinean Flop Dog. Cuddly af. 12/10 https://t.co/rVOLuNRpjH,Ralpher,None,12,10,562,2530,1,Staffordshire_bullterrier,0.127969,https://twitter.com/dog_rates/status/732732193018155009/photo/1
732726085725589504,2016-05-18 00:14:46.000000,2016,5,This is Aldrick. He looks wise af. Also exceptionally fluffy. Only two legs tho (unfortunate). 11/10 would still hug https://t.co/QwiCVLPMNL,Aldrick,None,11,10,930,3666,1,Pomeranian,0.961902,https://twitter.com/dog_rates/status/732726085725589504/photo/1
732585889486888962,2016-05-17 14:57:41.000000,2016,5,"When your teacher agreed on 10,000 RTs and no final but after 24 hours you only have 37... 10/10 https://t.co/sVnJfWVjUp",None,None,10,10,817,3823,2,Staffordshire_bullterrier,0.843359,"https://twitter.com/dog_rates/status/732585889486888962/photo/1,https://twitter.com/dog_rates/status/732585889486888962/photo/1"
732005617171337216,2016-05-16 00:31:53.000000,2016,5,This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r,Larry,None,11,10,5763,15523,2,English_setter,0.677408,"https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1"
731285275100512256,2016-05-14 00:49:30.000000,2016,5,This is Solomon. He's a Beneroo Cumberflop. 12/10 would hug passionately https://t.co/5phLAnGPTP,Solomon,None,12,10,1039,3622,1,Pembroke,0.967103,https://twitter.com/dog_rates/status/731285275100512256/photo/1
730924654643314689,2016-05-13 00:56:32.000000,2016,5,We only rate dogs. Pls stop sending non-canines like this Bulgarian Eyeless Porch Bear. This is unacceptable... 9/10 https://t.co/2yctWAUZ3Z,None,None,9,10,2089,6363,1,Newfoundland,0.0862411,https://twitter.com/dog_rates/status/730924654643314689/photo/1
730427201120833536,2016-05-11 15:59:50.000000,2016,5,This is Crystal. She's flawless. Really wants to be a frat bro. 11/10 who does she even know here? https://t.co/WyqNFvEulG,Crystal,None,11,10,1103,3600,1,Eskimo_dog,0.682082,https://twitter.com/dog_rates/status/730427201120833536/photo/1
730211855403241472,2016-05-11 01:44:07.000000,2016,5,This is Ziva. She doesn't know how her collar works. 11/10 would totally fix for her https://t.co/K7pthJXjWE,Ziva,None,11,10,1113,3975,1,pug,0.341663,https://twitter.com/dog_rates/status/730211855403241472/photo/1
730196704625098752,2016-05-11 00:43:55.000000,2016,5,This is Charles. He's camera shy. Tail longer than average. Doesn't look overwhelmingly fluffy. 6/10 would still pet https://t.co/rXvcElhoog,Charles,None,6,10,2032,5062,1,unknown,0.0,https://twitter.com/dog_rates/status/730196704625098752/photo/1
729854734790754305,2016-05-10 02:05:03.000000,2016,5,Say hello to Ollie. He conducts this train. He also greets you as you enter. Kind af. 11/10 would pet so firmly https://t.co/jVxOGKEU0z,Ollie,None,11,10,1189,4197,1,unknown,0.0,https://twitter.com/dog_rates/status/729854734790754305/photo/1
729823566028484608,2016-05-10 00:01:12.000000,2016,5,This is Stefan. He's a downright remarkable pup. 13/10 https://t.co/Ebjt6Y4fMh,Stefan,None,13,10,1307,4143,1,kelpie,0.218408,https://twitter.com/dog_rates/status/729823566028484608/photo/1
729463711119904772,2016-05-09 00:11:16.000000,2016,5,Meet Pupcasso. You can't afford his art. 13/10 talented af https://t.co/f2VUpy4WO0,Pupcasso,None,13,10,2443,6024,1,German_shepherd,0.829307,https://twitter.com/dog_rates/status/729463711119904772/photo/1
729113531270991872,2016-05-08 00:59:46.000000,2016,5,"""Challenge accepted""
10/10 https://t.co/vNjvr5Bl9u",None,None,10,10,347,1958,2,unknown,0.0,"https://twitter.com/dog_rates/status/729113531270991872/photo/1,https://twitter.com/dog_rates/status/729113531270991872/photo/1"
728986383096946689,2016-05-07 16:34:32.000000,2016,5,"This is Puff. He started out on the streets (first pic), but don't let the new smile fool you, still tough af. 11/10 https://t.co/kiuXRXcg4B",Puff,None,11,10,862,3274,2,Maltese_dog,0.95207,"https://twitter.com/dog_rates/status/728986383096946689/photo/1,https://twitter.com/dog_rates/status/728986383096946689/photo/1"
728760639972315136,2016-05-07 01:37:30.000000,2016,5,"When you're way too slow for the ""down low"" portion of a high five. 13/10 https://t.co/Cofwoy7Vpq",None,None,13,10,1801,4854,2,Pembroke,0.939134,"https://twitter.com/dog_rates/status/728760639972315136/photo/1,https://twitter.com/dog_rates/status/728760639972315136/photo/1"
728751179681943552,2016-05-07 00:59:55.000000,2016,5,This is Flurpson. He can't believe it's not butter. 10/10 https://t.co/XD3ort1PsE,Flurpson,None,10,10,713,2878,1,Saint_Bernard,0.48205,https://twitter.com/dog_rates/status/728751179681943552/photo/1
728653952833728512,2016-05-06 18:33:34.000000,2016,5,This is Coleman. Somebody needs to tell him that he's sitting in chairs wrong. 8/10 https://t.co/O10zjJ2Ixs,Coleman,None,8,10,1092,3428,3,unknown,0.0,"https://twitter.com/dog_rates/status/728653952833728512/photo/1,https://twitter.com/dog_rates/status/728653952833728512/photo/1,https://twitter.com/dog_rates/status/728653952833728512/photo/1"
728409960103686147,2016-05-06 02:24:02.000000,2016,5,This is Wallace. He's a skater pup. He said see ya later pup. Can easily do a kick flip. Gnarly af. 10/10 v petable https://t.co/5i8fORVKgr,Wallace,None,10,10,2109,5097,1,Saint_Bernard,0.0942456,https://twitter.com/dog_rates/status/728409960103686147/photo/1
728387165835677696,2016-05-06 00:53:27.000000,2016,5,"This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10 https://t.co/SiaiTWgsfP",Enchilada,None,12,10,1012,3808,1,collie,0.266414,https://twitter.com/dog_rates/status/728387165835677696/photo/1
728046963732717569,2016-05-05 02:21:37.000000,2016,5,This is Raymond. He controls fountains with his tongue. 11/10 pretty damn magical https://t.co/9aMxSbOaAZ,Raymond,None,11,10,1242,4468,1,Newfoundland,0.255971,https://twitter.com/dog_rates/status/728046963732717569/photo/1
727685679342333952,2016-05-04 02:26:00.000000,2016,5,This is Cilantro. She's a Fellation Gadzooks. Eyes are super magical af. 12/10 could get lost in https://t.co/yJ26LNuyj5,Cilantro,None,12,10,667,3048,1,Border_collie,0.462408,https://twitter.com/dog_rates/status/727685679342333952/photo/1
727286334147182592,2016-05-02 23:59:09.000000,2016,5,I swear to god if we get sent another Blue Madagascan Peacock we'll deactivate. We 👏 Only 👏 Rate 👏 Dogs... 9/10 https://t.co/bbta2Q4URK,None,None,9,10,862,3153,1,Chihuahua,0.0705542,https://twitter.com/dog_rates/status/727286334147182592/photo/1
727175381690781696,2016-05-02 16:38:15.000000,2016,5,This is Karll. He just wants to go kayaking. 10/10 please someone take Karll kayaking already https://t.co/vXLkvyNQHp,Karll,None,10,10,1455,4029,2,flat-coated_retriever,0.656463,"https://twitter.com/dog_rates/status/727175381690781696/photo/1,https://twitter.com/dog_rates/status/727175381690781696/photo/1"
726935089318363137,2016-05-02 00:43:25.000000,2016,5,This is Sprout. He's just precious af. 12/10 I'd do anything for Sprout https://t.co/DxlX1yTVYY,Sprout,None,12,10,2585,7144,4,toy_poodle,0.083749,"https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1,https://twitter.com/dog_rates/status/726935089318363137/photo/1"
726887082820554753,2016-05-01 21:32:40.000000,2016,5,This is Blitz. He's a new dad struggling to cope mentally with the pressures of being a father. Sick shades 10/10 https://t.co/2AVcJ2BZsy,Blitz,None,10,10,1588,3978,1,soft-coated_wheaten_terrier,0.5159189999999999,https://twitter.com/dog_rates/status/726887082820554753/photo/1
726828223124897792,2016-05-01 17:38:46.000000,2016,5,This is Bloop. He's a Phoenician Winnebago. Tongue is just wow. That box is all he has (tragic). 12/10 would caress https://t.co/DWNrPPXgHA,Bloop,None,12,10,1057,3684,1,miniature_pinscher,0.255327,https://twitter.com/dog_rates/status/726828223124897792/photo/1
726224900189511680,2016-04-30 01:41:23.000000,2016,4,I'm getting super heckin frustrated with you all sending in non canines like this ostrich. We only rate dogs... 9/10 https://t.co/Rgbni2Ns8z,None,None,9,10,1206,4574,1,standard_poodle,0.261112,https://twitter.com/dog_rates/status/726224900189511680/photo/1
725842289046749185,2016-04-29 00:21:01.000000,2016,4,This is Colby. He's currently regretting all those times he shook your hand for an extra treat. 12/10 https://t.co/vtVHtKFtBH,Colby,None,12,10,2800,7309,1,toy_poodle,0.420463,https://twitter.com/dog_rates/status/725842289046749185/photo/1
725729321944506368,2016-04-28 16:52:08.000000,2016,4,This is Lola. She's a Butternut Splishnsplash. They are known to be ferocious af. 12/10 would absolutely still pet https://t.co/adQt5a6TZU,Lola,None,12,10,1882,5374,1,boxer,0.599076,https://twitter.com/dog_rates/status/725729321944506368/photo/1
724983749226668032,2016-04-26 15:29:30.000000,2016,4,This is Fred-Rick. He dabbles in parkour. The elevation gives him power. 12/10 hopefully visiting a mailbox near you https://t.co/qFqLtudIiD,Fred,None,12,10,1373,3852,1,golden_retriever,0.67575,https://twitter.com/dog_rates/status/724983749226668032/photo/1
724049859469295616,2016-04-24 01:38:33.000000,2016,4,This is Kreggory. He just took a look at his student debt. 10/10 can't even comprehend it https://t.co/XTsZTgilnT,Kreggory,None,10,10,1862,4479,1,Border_collie,0.581835,https://twitter.com/dog_rates/status/724049859469295616/photo/1
724046343203856385,2016-04-24 01:24:35.000000,2016,4,"This is Sarge. Not even he knows what his tongue is doing, but it's pretty damn spectacular. 10/10 https://t.co/pIQEdbBxdL",Sarge,None,10,10,592,2758,1,boxer,0.8262719999999999,https://twitter.com/dog_rates/status/724046343203856385/photo/1
723912936180330496,2016-04-23 16:34:28.000000,2016,4,This is Sugar. She's a Bolivian Superfloof. Spherical af. 12/10 would never let go of https://t.co/AhMfUu6Onm,Sugar,None,12,10,1293,4044,1,Samoyed,0.991772,https://twitter.com/dog_rates/status/723912936180330496/photo/1
723688335806480385,2016-04-23 01:41:59.000000,2016,4,This is Reginald. He starts screaming at random. 12/10 cuddly af https://t.co/YgNuDQbv89,Reginald,None,12,10,3140,7983,2,chow,0.0890102,"https://twitter.com/dog_rates/status/723688335806480385/photo/1,https://twitter.com/dog_rates/status/723688335806480385/photo/1"
723673163800948736,2016-04-23 00:41:42.000000,2016,4,This is Ivar. She is a badass Viking warrior. Will sack your village. 10/10 savage af https://t.co/Dz6MiVssVU,Ivar,None,10,10,941,3136,1,golden_retriever,0.83939,https://twitter.com/dog_rates/status/723673163800948736/photo/1
723179728551723008,2016-04-21 16:00:57.000000,2016,4,This is Jangle. She's addicted to broccoli. It's the only thing she cares about. Tragic af. 8/10 get help pup https://t.co/8dNWp1cSEa,Jangle,None,8,10,1974,5487,1,Norwegian_elkhound,0.0568505,https://twitter.com/dog_rates/status/723179728551723008/photo/1
722974582966214656,2016-04-21 02:25:47.000000,2016,4,Happy 4/20 from the squad! 13/10 for all https://t.co/eV1diwds8a,None,None,13,20,1652,4254,1,Great_Dane,0.246762,https://twitter.com/dog_rates/status/722974582966214656/photo/1
